"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize"
"Tapirus terrestris","B","TEAMS_YAS","G",1,207500.91,1,0,1,-999,1
"Leopardus pardalis","B","TEAMS_YAS","G",3,11900.08,1,0,1.66,-999,-999
"Eira barbara","B","TEAMS_YAS","G",2,3910.03,1,1,2.14,-999,-999
"Pecari tajacu","B","TEAMS_YAS","G",4,21266.69,1,0,1.56,11.65,20
"Myrmecophaga tridactyla","B","TEAMS_YAS","G",1,22333.15,1,1,1,1,1
"Didelphis marsupialis","B","TEAMS_YAS","S",4,1091.16,1,0,7.09,-999,1
"Tamandua tetradactyla","B","TEAMS_YAS","S",1,5515.06,1,1,1,-999,1
"Nasua nasua","B","TEAMS_YAS","S",3,3793.85,0,1,3.69,-999,-999
"Dasypus kappleri","B","TEAMS_YAS","G",1,9500,1,0,4.47,-999,1
"Tayassu pecari","B","TEAMS_YAS","G",5,32233.69,1,0,2,102.5,102.5
"Procyon cancrivorus","B","TEAMS_YAS","G",5,6949.92,1,0,2.62,-999,-999
"Panthera onca","B","TEAMS_YAS","G",3,1e+05,1,1,1.96,1,1
"Galictis vittata","B","TEAMS_YAS","G",5,3200,1,1,-999,-999,-999
"Speothos venaticus","B","TEAMS_YAS","G",1,5999.98,0,1,3.8,-999,-999
"Priodontes maximus","B","TEAMS_YAS","G",2,45359.68,1,0,1.5,-999,1
"Puma concolor","B","TEAMS_YAS","G",1,51600.04,1,1,2.76,-999,1
"Leopardus wiedii","B","TEAMS_YAS","S",2,3249.97,1,0,1.5,-999,-999
"Choloepus didactylus","B","TEAMS_YAS","Ar",2,5160,1,0,1,-999,1
"Coendou prehensilis","C","TEAMS_YAS","Ar",2,4399.97,1,0,0.98,-999,1
"Myoprocta pratti","C","TEAMS_YAS","G",3,966.73,0,1,1.77,-999,-999
"Echimys saturnus","C","TEAMS_YAS","Ar",2,626.9,1,0,-999,-999,-999
"Mustela africana","C","TEAMS_YAS","G",2,536.99,1,1,-999,-999,-999
"Alouatta seniculus","C","TEAMS_YAS","Ar",2,6145.54,0,1,1.42,-999,7.9
"Cuniculus paca","C","TEAMS_YAS","G",3,8172.55,1,0,1.01,-999,1
"Sciurus igniventris","C","TEAMS_YAS","Ar",3,700,0,1,-999,-999,1
"Leopardus tigrinus","C","TEAMS_YAS","S",1,2250,1,1,-999,-999,-999
"Bradypus variegatus","C","TEAMS_YAS","Ar",1,4335.01,1,1,1,-999,1
"Cabassous unicinctus","C","TEAMS_YAS","G",1,4799.99,1,0,1,-999,1
"Potos flavus","C","TEAMS_YAS","Ar",3,3000,1,0,1.11,-999,1
"Dasyprocta fuliginosa","C","TEAMS_YAS","G",3,3500.02,0,1,-999,-999,2
"Bassaricyon alleni","C","TEAMS_YAS","Ar",3,1235.01,1,0,-999,-999,-999
"Aotus vociferans","C","TEAMS_YAS","Ar",6,872.99,1,0,1.02,-999,3.3
"Dactylomys dactylinus","C","TEAMS_YAS","Ar",1,649.99,1,0,-999,-999,2
"Coendou bicolor","C","TEAMS_YAS","Ar",2,4050.05,1,0,1,-999,2
"Dinomys branickii","C","TEAMS_YAS","G",2,12500,1,0,1.97,-999,-999
"Chironectes minimus","C","TEAMS_YAS","G",3,946,1,0,3.24,-999,1
"Hydrochoerus hydrochaeris","C","TEAMS_YAS","G",2,48144.91,0,1,3.49,-999,10
"Lontra longicaudis","C","TEAMS_YAS","G",3,6554.96,1,0,3.69,-999,-999
"Pteronura brasiliensis","C","TEAMS_YAS","G",2,23999.93,0,1,2.12,-999,-999
"Sotalia fluviatilis","C","TEAMS_YAS","M",2,60000,0,1,0.97,4,9
"Muntiacus muntjak","A","XSBN_BL","G",2,15925.79,1,1,1,-999,-999
"Mustela kathiah","A","XSBN_BL","G",1,208.08,1,1,-999,-999,-999
"Sus scrofa","B","XSBN_BL","G",5,96118.09,1,0,4.52,-999,13
"Ursus thibetanus","B","XSBN_BL","G",5,77500,0,1,1.5,-999,-999
"Paradoxurus hermaphroditus","B","XSBN_BL","Ar",4,3156.66,1,0,3.29,-999,-999
"Rusa unicolor","B","XSBN_BL","G",2,177522.9,1,0,1,-999,-999
"Martes flavigula","B","XSBN_BL","Ar",5,1842.5,0,1,3.53,-999,-999
"Atherurus macrourus","B","XSBN_BL","G",2,2000,1,0,1.5,-999,-999
"Paguma larvata","B","XSBN_BL","G",3,4300,1,0,2.16,-999,-999
"Melogale moschata","B","XSBN_BL","G",3,805.25,1,0,2,-999,-999
"Prionailurus bengalensis","B","XSBN_BL","S",3,3300,1,1,2.5,-999,-999
"Arctictis binturong","C","XSBN_BL","Ar",5,9875,1,0,2.5,-999,-999
"Viverra zibetha","C","XSBN_BL","G",6,9500,1,1,2.89,-999,-999
"Manis pentadactyla","C","XSBN_BL","S",1,4675,1,0,1,-999,1
"Arctonyx collaris","C","XSBN_BL","G",5,6356,1,0,3,-999,-999
"Rhizomys pruinosus","C","XSBN_BL","G",3,2450,1,0,3,-999,-999
"Hystrix brachyura","C","XSBN_BL","G",2,8450,1,0,1.41,1,1
"Arctogalidia trivirgata","C","XSBN_BL","Ar",4,2250,1,0,2.79,-999,-999
"Macaca assamensis","C","XSBN_BL","S",4,12000,0,1,-999,-999,21
"Vulpes vulpes","C","XSBN_BL","G",3,5476.17,1,0,4.59,-999,-999
"Rhizomys sinensis","C","XSBN_BL","G",3,865,1,0,3,-999,-999
"Trachypithecus phayrei","C","XSBN_BL","Ar",2,8400,0,1,1,-999,12.9
"Petaurista elegans","C","XSBN_BL","Ar",4,997,1,0,1,-999,-999
"Prionodon pardicolor","C","XSBN_BL","S",3,512,1,0,2,-999,-999
"Lepus peguensis","C","XSBN_BL","G",1,2267.5,1,0,-999,-999,-999
"Nycticebus bengalensis","C","XSBN_BL","Ar",4,1137.36,1,0,-999,-999,-999
"Hylobates lar","C","XSBN_BL","Ar",3,4892,0,1,1.01,-999,3.2
"Macaca mulatta","C","XSBN_BL","S",4,3713,0,1,1.01,48.9,38.5
"Cuon alpinus","C","XSBN_BL","G",2,14173.33,0,1,4.3,-999,-999
"Petaurista philippensis","C","XSBN_BL","Ar",4,1676,1,0,-999,-999,-999
"Ratufa bicolor","C","XSBN_BL","Ar",5,2050,0,1,1.5,-999,-999
"Mustela strigidorsa","C","XSBN_BL","G",1,1500,1,1,-999,-999,-999
"Petaurista petaurista","C","XSBN_BL","Ar",4,1660.13,1,0,1,-999,-999
"Viverricula indica","C","XSBN_BL","G",5,2908.43,1,1,3.74,1.5,1.5
"Melogale personata","C","XSBN_BL","G",3,1702.5,1,0,2.5,-999,-999
"Capricornis sumatraensis","C","XSBN_BL","G",1,110942.22,0,1,1.22,-999,-999
"Macaca leonina","C","XSBN_BL","S",3,5786.96,0,1,-999,-999,-999
"Bandicota indica","C","XSBN_BL","G",2,719.96,1,0,6.12,-999,-999
"Felis chaus","C","XSBN_BL","G",2,7392.98,1,1,2.94,-999,-999
"Rhizomys sumatrensis","C","XSBN_BL","G",3,1625,1,0,4,-999,-999
"Manis javanica","C","XSBN_BL","Ar",1,5150,1,0,1,-999,-999
"Neofelis nebulosa","C","XSBN_BL","S",1,19675.75,0,1,2.25,1,1
"Pardofelis marmorata","C","XSBN_BL","S",1,2854.25,1,0,2,-999,-999
"Petaurista alborufus","C","XSBN_BL","Ar",4,4290,1,0,-999,-999,-999
"Lutra lutra","C","XSBN_BL","G",4,8785.14,1,1,2.01,-999,-999
"Lutrogale perspicillata","C","XSBN_BL","G",4,9483.33,0,1,3.24,-999,-999
"Sus scrofa","B","XSBN_BL","G",5,96118.09,1,0,4.52,-999,13
"Ursus thibetanus","B","XSBN_BL","G",5,77500,0,1,1.5,-999,-999
"Paradoxurus hermaphroditus","B","XSBN_BL","Ar",4,3156.66,1,0,3.29,-999,-999
"Rusa unicolor","B","XSBN_BL","G",2,177522.9,1,0,1,-999,-999
"Martes flavigula","B","XSBN_BL","Ar",5,1842.5,0,1,3.53,-999,-999
"Atherurus macrourus","B","XSBN_BL","G",2,2000,1,0,1.5,-999,-999
"Paguma larvata","B","XSBN_BL","G",3,4300,1,0,2.16,-999,-999
"Melogale moschata","B","XSBN_BL","G",3,805.25,1,0,2,-999,-999
"Prionailurus bengalensis","B","XSBN_BL","S",3,3300,1,1,2.5,-999,-999
"Macaca arctoides","C","XSBN_MG","S",4,5000,0,1,1.01,-999,-999
"Arctictis binturong","C","XSBN_MG","Ar",5,9875,1,0,2.5,-999,-999
"Viverra zibetha","C","XSBN_MG","G",6,9500,1,1,2.89,-999,-999
"Manis pentadactyla","C","XSBN_MG","S",1,4675,1,0,1,-999,1
"Rhizomys pruinosus","C","XSBN_MG","G",3,2450,1,0,3,-999,-999
"Hystrix brachyura","C","XSBN_MG","G",2,8450,1,0,1.41,1,1
"Nyctereutes procyonoides","C","XSBN_MG","G",5,4040,1,0,6.36,-999,-999
"Macaca assamensis","C","XSBN_MG","S",4,12000,0,1,-999,-999,21
"Vulpes vulpes","C","XSBN_MG","G",3,5476.17,1,0,4.59,-999,-999
"Rhizomys sinensis","C","XSBN_MG","G",3,865,1,0,3,-999,-999
"Petaurista elegans","C","XSBN_MG","Ar",4,997,1,0,1,-999,-999
"Prionodon pardicolor","C","XSBN_MG","S",3,512,1,0,2,-999,-999
"Nycticebus bengalensis","C","XSBN_MG","Ar",4,1137.36,1,0,-999,-999,-999
"Martes flavigula","C","XSBN_MG","Ar",5,1842.5,0,1,3.53,-999,-999
"Atherurus macrourus","C","XSBN_MG","G",2,2000,1,0,1.5,-999,-999
"Cuon alpinus","C","XSBN_MG","G",2,14173.33,0,1,4.3,-999,-999
"Petaurista philippensis","C","XSBN_MG","Ar",4,1676,1,0,-999,-999,-999
"Ratufa bicolor","C","XSBN_MG","Ar",5,2050,0,1,1.5,-999,-999
"Mustela strigidorsa","C","XSBN_MG","G",1,1500,1,1,-999,-999,-999
"Petaurista petaurista","C","XSBN_MG","Ar",4,1660.13,1,0,1,-999,-999
"Viverricula indica","C","XSBN_MG","G",5,2908.43,1,1,3.74,1.5,1.5
"Capricornis sumatraensis","C","XSBN_MG","G",1,110942.22,0,1,1.22,-999,-999
"Macaca leonina","C","XSBN_MG","S",3,5786.96,0,1,-999,-999,-999
"Sus scrofa","C","XSBN_MG","G",5,96118.09,1,0,4.52,-999,13
"Bandicota indica","C","XSBN_MG","G",2,719.96,1,0,6.12,-999,-999
"Catopuma temminckii","C","XSBN_MG","G",2,11500,1,0,1.5,-999,-999
"Melogale moschata","C","XSBN_MG","G",3,805.25,1,0,2,-999,-999
"Felis chaus","C","XSBN_MG","G",2,7392.98,1,1,2.94,-999,-999
"Rhizomys sumatrensis","C","XSBN_MG","G",3,1625,1,0,4,-999,-999
"Manis javanica","C","XSBN_MG","Ar",1,5150,1,0,1,-999,-999
"Neofelis nebulosa","C","XSBN_MG","S",1,19675.75,0,1,2.25,1,1
"Ursus thibetanus","C","XSBN_MG","G",5,77500,0,1,1.5,-999,-999
"Rusa unicolor","C","XSBN_MG","G",2,177522.9,1,0,1,-999,-999
"Paradoxurus hermaphroditus","C","XSBN_MG","Ar",4,3156.66,1,0,3.29,-999,-999
"Lepus comus","C","XSBN_MG","G",1,1460,1,0,2.44,-999,-999
"Pardofelis marmorata","C","XSBN_MG","S",1,2854.25,1,0,2,-999,-999
"Petaurista alborufus","C","XSBN_MG","Ar",4,4290,1,0,-999,-999,-999
"Lutra lutra","C","XSBN_MG","G",4,8785.14,1,1,2.01,-999,-999
"Lutrogale perspicillata","C","XSBN_MG","G",4,9483.33,0,1,3.24,-999,-999
"Muntiacus muntjak","A","XSBN_MLG","G",2,15925.79,1,1,1,-999,-999
"Herpestes urva","A","XSBN_MLG","G",5,1863.2,1,1,3,-999,-999
"Rusa unicolor","B","XSBN_MLG","G",2,177522.9,1,0,1,-999,-999
"Sus scrofa","B","XSBN_MLG","G",5,96118.09,1,0,4.52,-999,13
"Paradoxurus hermaphroditus","B","XSBN_MLG","Ar",4,3156.66,1,0,3.29,-999,-999
"Prionailurus bengalensis","B","XSBN_MLG","S",3,3300,1,1,2.5,-999,-999
"Paguma larvata","B","XSBN_MLG","G",3,4300,1,0,2.16,-999,-999
"Hystrix brachyura","B","XSBN_MLG","G",2,8450,1,0,1.41,1,1
"Macaca mulatta","B","XSBN_MLG","S",4,3713,0,1,1.01,48.9,38.5
"Cuon alpinus","B","XSBN_MLG","G",2,14173.33,0,1,4.3,-999,-999
"Martes flavigula","B","XSBN_MLG","Ar",5,1842.5,0,1,3.53,-999,-999
"Ursus thibetanus","B","XSBN_MLG","G",5,77500,0,1,1.5,-999,-999
"Capricornis sumatraensis","B","XSBN_MLG","G",1,110942.22,0,1,1.22,-999,-999
"Prionodon pardicolor","B","XSBN_MLG","S",3,512,1,0,2,-999,-999
"Viverricula indica","B","XSBN_MLG","G",5,2908.43,1,1,3.74,1.5,1.5
"Macaca arctoides","C","XSBN_MLG","S",4,5000,0,1,1.01,-999,-999
"Arctictis binturong","C","XSBN_MLG","Ar",5,9875,1,0,2.5,-999,-999
"Viverra zibetha","C","XSBN_MLG","G",6,9500,1,1,2.89,-999,-999
"Manis pentadactyla","C","XSBN_MLG","S",1,4675,1,0,1,-999,1
"Arctonyx collaris","C","XSBN_MLG","G",5,6356,1,0,3,-999,-999
"Rhizomys pruinosus","C","XSBN_MLG","G",3,2450,1,0,3,-999,-999
"Arctogalidia trivirgata","C","XSBN_MLG","Ar",4,2250,1,0,2.79,-999,-999
"Macaca assamensis","C","XSBN_MLG","S",4,12000,0,1,-999,-999,21
"Vulpes vulpes","C","XSBN_MLG","G",3,5476.17,1,0,4.59,-999,-999
"Rhizomys sinensis","C","XSBN_MLG","G",3,865,1,0,3,-999,-999
"Trachypithecus phayrei","C","XSBN_MLG","Ar",2,8400,0,1,1,-999,12.9
"Petaurista elegans","C","XSBN_MLG","Ar",4,997,1,0,1,-999,-999
"Nycticebus pygmaeus","C","XSBN_MLG","Ar",4,900,1,0,1.75,-999,1
"Nycticebus bengalensis","C","XSBN_MLG","Ar",4,1137.36,1,0,-999,-999,-999
"Panthera pardus","C","XSBN_MLG","G",1,52038.22,1,0,2.14,1,1
"Atherurus macrourus","C","XSBN_MLG","G",2,2000,1,0,1.5,-999,-999
"Petaurista philippensis","C","XSBN_MLG","Ar",4,1676,1,0,-999,-999,-999
"Ratufa bicolor","C","XSBN_MLG","Ar",5,2050,0,1,1.5,-999,-999
"Mustela strigidorsa","C","XSBN_MLG","G",1,1500,1,1,-999,-999,-999
"Petaurista petaurista","C","XSBN_MLG","Ar",4,1660.13,1,0,1,-999,-999
"Melogale personata","C","XSBN_MLG","G",3,1702.5,1,0,2.5,-999,-999
"Muntiacus rooseveltorum","C","XSBN_MLG","G",2,10762.64,1,1,1,-999,-999
"Elephas maximus","C","XSBN_MLG","G",1,2915040,1,1,1.41,-999,7.75
"Macaca leonina","C","XSBN_MLG","S",3,5786.96,0,1,-999,-999,-999
"Herpestes javanicus","C","XSBN_MLG","G",5,750,1,1,2.21,-999,-999
"Bandicota indica","C","XSBN_MLG","G",2,719.96,1,0,6.12,-999,-999
"Catopuma temminckii","C","XSBN_MLG","G",2,11500,1,0,1.5,-999,-999
"Cannomys badius","C","XSBN_MLG","G",1,650,1,0,2,-999,-999
"Melogale moschata","C","XSBN_MLG","G",3,805.25,1,0,2,-999,-999
"Felis chaus","C","XSBN_MLG","G",2,7392.98,1,1,2.94,-999,-999
"Rhizomys sumatrensis","C","XSBN_MLG","G",3,1625,1,0,4,-999,-999
"Tragulus kanchil","C","XSBN_MLG","G",2,3706.24,1,0,-999,-999,-999
"Manis javanica","C","XSBN_MLG","Ar",1,5150,1,0,1,-999,-999
"Neofelis nebulosa","C","XSBN_MLG","S",1,19675.75,0,1,2.25,1,1
"Pardofelis marmorata","C","XSBN_MLG","S",1,2854.25,1,0,2,-999,-999
"Petaurista alborufus","C","XSBN_MLG","Ar",4,4290,1,0,-999,-999,-999
"Lutra lutra","C","XSBN_MLG","G",4,8785.14,1,1,2.01,-999,-999
"Lutrogale perspicillata","C","XSBN_MLG","G",4,9483.33,0,1,3.24,-999,-999
"Herpestes urva","A","XSBN_MLU","G",5,1863.2,1,1,3,-999,-999
"Paradoxurus hermaphroditus","B","XSBN_MLU","Ar",4,3156.66,1,0,3.29,-999,-999
"Atherurus macrourus","B","XSBN_MLU","G",2,2000,1,0,1.5,-999,-999
"Prionailurus bengalensis","B","XSBN_MLU","S",3,3300,1,1,2.5,-999,-999
"Paguma larvata","B","XSBN_MLU","G",3,4300,1,0,2.16,-999,-999
"Macaca arctoides","C","XSBN_MLU","S",4,5000,0,1,1.01,-999,-999
"Arctictis binturong","C","XSBN_MLU","Ar",5,9875,1,0,2.5,-999,-999
"Viverra zibetha","C","XSBN_MLU","G",6,9500,1,1,2.89,-999,-999
"Manis pentadactyla","C","XSBN_MLU","S",1,4675,1,0,1,-999,1
"Rhizomys pruinosus","C","XSBN_MLU","G",3,2450,1,0,3,-999,-999
"Hystrix brachyura","C","XSBN_MLU","G",2,8450,1,0,1.41,1,1
"Nyctereutes procyonoides","C","XSBN_MLU","G",5,4040,1,0,6.36,-999,-999
"Arctogalidia trivirgata","C","XSBN_MLU","Ar",4,2250,1,0,2.79,-999,-999
"Macaca assamensis","C","XSBN_MLU","S",4,12000,0,1,-999,-999,21
"Vulpes vulpes","C","XSBN_MLU","G",3,5476.17,1,0,4.59,-999,-999
"Rhizomys sinensis","C","XSBN_MLU","G",3,865,1,0,3,-999,-999
"Trachypithecus phayrei","C","XSBN_MLU","Ar",2,8400,0,1,1,-999,12.9
"Petaurista elegans","C","XSBN_MLU","Ar",4,997,1,0,1,-999,-999
"Prionodon pardicolor","C","XSBN_MLU","S",3,512,1,0,2,-999,-999
"Nycticebus bengalensis","C","XSBN_MLU","Ar",4,1137.36,1,0,-999,-999,-999
"Martes flavigula","C","XSBN_MLU","Ar",5,1842.5,0,1,3.53,-999,-999
"Macaca mulatta","C","XSBN_MLU","S",4,3713,0,1,1.01,48.9,38.5
"Cuon alpinus","C","XSBN_MLU","G",2,14173.33,0,1,4.3,-999,-999
"Petaurista philippensis","C","XSBN_MLU","Ar",4,1676,1,0,-999,-999,-999
"Ratufa bicolor","C","XSBN_MLU","Ar",5,2050,0,1,1.5,-999,-999
"Mustela strigidorsa","C","XSBN_MLU","G",1,1500,1,1,-999,-999,-999
"Petaurista petaurista","C","XSBN_MLU","Ar",4,1660.13,1,0,1,-999,-999
"Viverricula indica","C","XSBN_MLU","G",5,2908.43,1,1,3.74,1.5,1.5
"Capricornis sumatraensis","C","XSBN_MLU","G",1,110942.22,0,1,1.22,-999,-999
"Macaca leonina","C","XSBN_MLU","S",3,5786.96,0,1,-999,-999,-999
"Sus scrofa","C","XSBN_MLU","G",5,96118.09,1,0,4.52,-999,13
"Bandicota indica","C","XSBN_MLU","G",2,719.96,1,0,6.12,-999,-999
"Catopuma temminckii","C","XSBN_MLU","G",2,11500,1,0,1.5,-999,-999
"Melogale moschata","C","XSBN_MLU","G",3,805.25,1,0,2,-999,-999
"Felis chaus","C","XSBN_MLU","G",2,7392.98,1,1,2.94,-999,-999
"Rhizomys sumatrensis","C","XSBN_MLU","G",3,1625,1,0,4,-999,-999
"Manis javanica","C","XSBN_MLU","Ar",1,5150,1,0,1,-999,-999
"Neofelis nebulosa","C","XSBN_MLU","S",1,19675.75,0,1,2.25,1,1
"Ursus thibetanus","C","XSBN_MLU","G",5,77500,0,1,1.5,-999,-999
"Rusa unicolor","C","XSBN_MLU","G",2,177522.9,1,0,1,-999,-999
"Pardofelis marmorata","C","XSBN_MLU","S",1,2854.25,1,0,2,-999,-999
"Petaurista alborufus","C","XSBN_MLU","Ar",4,4290,1,0,-999,-999,-999
"Lutra lutra","C","XSBN_MLU","G",4,8785.14,1,1,2.01,-999,-999
"Lutrogale perspicillata","C","XSBN_MLU","G",4,9483.33,0,1,3.24,-999,-999
"Muntiacus muntjak","A","XSBN_MS","G",2,15925.79,1,1,1,-999,-999
"Ursus thibetanus","B","XSBN_MS","G",5,77500,0,1,1.5,-999,-999
"Paguma larvata","B","XSBN_MS","G",3,4300,1,0,2.16,-999,-999
"Sus scrofa","B","XSBN_MS","G",5,96118.09,1,0,4.52,-999,13
"Paradoxurus hermaphroditus","B","XSBN_MS","Ar",4,3156.66,1,0,3.29,-999,-999
"Prionailurus bengalensis","B","XSBN_MS","S",3,3300,1,1,2.5,-999,-999
"Macaca leonina","B","XSBN_MS","S",3,5786.96,0,1,-999,-999,-999
"Arctictis binturong","C","XSBN_MS","Ar",5,9875,1,0,2.5,-999,-999
"Viverra zibetha","C","XSBN_MS","G",6,9500,1,1,2.89,-999,-999
"Manis pentadactyla","C","XSBN_MS","S",1,4675,1,0,1,-999,1
"Arctonyx collaris","C","XSBN_MS","G",5,6356,1,0,3,-999,-999
"Rhizomys pruinosus","C","XSBN_MS","G",3,2450,1,0,3,-999,-999
"Hystrix brachyura","C","XSBN_MS","G",2,8450,1,0,1.41,1,1
"Arctogalidia trivirgata","C","XSBN_MS","Ar",4,2250,1,0,2.79,-999,-999
"Macaca assamensis","C","XSBN_MS","S",4,12000,0,1,-999,-999,21
"Vulpes vulpes","C","XSBN_MS","G",3,5476.17,1,0,4.59,-999,-999
"Rhizomys sinensis","C","XSBN_MS","G",3,865,1,0,3,-999,-999
"Trachypithecus phayrei","C","XSBN_MS","Ar",2,8400,0,1,1,-999,12.9
"Petaurista elegans","C","XSBN_MS","Ar",4,997,1,0,1,-999,-999
"Prionodon pardicolor","C","XSBN_MS","S",3,512,1,0,2,-999,-999
"Lepus peguensis","C","XSBN_MS","G",1,2267.5,1,0,-999,-999,-999
"Nycticebus bengalensis","C","XSBN_MS","Ar",4,1137.36,1,0,-999,-999,-999
"Martes flavigula","C","XSBN_MS","Ar",5,1842.5,0,1,3.53,-999,-999
"Hylobates lar","C","XSBN_MS","Ar",3,4892,0,1,1.01,-999,3.2
"Atherurus macrourus","C","XSBN_MS","G",2,2000,1,0,1.5,-999,-999
"Macaca mulatta","C","XSBN_MS","S",4,3713,0,1,1.01,48.9,38.5
"Cuon alpinus","C","XSBN_MS","G",2,14173.33,0,1,4.3,-999,-999
"Petaurista philippensis","C","XSBN_MS","Ar",4,1676,1,0,-999,-999,-999
"Ratufa bicolor","C","XSBN_MS","Ar",5,2050,0,1,1.5,-999,-999
"Mustela strigidorsa","C","XSBN_MS","G",1,1500,1,1,-999,-999,-999
"Petaurista petaurista","C","XSBN_MS","Ar",4,1660.13,1,0,1,-999,-999
"Viverricula indica","C","XSBN_MS","G",5,2908.43,1,1,3.74,1.5,1.5
"Melogale personata","C","XSBN_MS","G",3,1702.5,1,0,2.5,-999,-999
"Capricornis sumatraensis","C","XSBN_MS","G",1,110942.22,0,1,1.22,-999,-999
"Bandicota indica","C","XSBN_MS","G",2,719.96,1,0,6.12,-999,-999
"Melogale moschata","C","XSBN_MS","G",3,805.25,1,0,2,-999,-999
"Felis chaus","C","XSBN_MS","G",2,7392.98,1,1,2.94,-999,-999
"Rhizomys sumatrensis","C","XSBN_MS","G",3,1625,1,0,4,-999,-999
"Manis javanica","C","XSBN_MS","Ar",1,5150,1,0,1,-999,-999
"Neofelis nebulosa","C","XSBN_MS","S",1,19675.75,0,1,2.25,1,1
"Rusa unicolor","C","XSBN_MS","G",2,177522.9,1,0,1,-999,-999
"Pardofelis marmorata","C","XSBN_MS","S",1,2854.25,1,0,2,-999,-999
"Petaurista alborufus","C","XSBN_MS","Ar",4,4290,1,0,-999,-999,-999
"Lutra lutra","C","XSBN_MS","G",4,8785.14,1,1,2.01,-999,-999
"Lutrogale perspicillata","C","XSBN_MS","G",4,9483.33,0,1,3.24,-999,-999
"Muntiacus muntjak","A","XSBN_NBH","G",2,15925.79,1,1,1,-999,-999
"Arctonyx collaris","A","XSBN_NBH","G",5,6356,1,0,3,-999,-999
"Herpestes urva","A","XSBN_NBH","G",5,1863.2,1,1,3,-999,-999
"Naemorhedus goral","A","XSBN_NBH","G",2,28500,0,1,1,12,12
"Macaca mulatta","B","XSBN_NBH","S",4,3713,0,1,1.01,48.9,38.5
"Macaca leonina","B","XSBN_NBH","S",3,5786.96,0,1,-999,-999,-999
"Rusa unicolor","B","XSBN_NBH","G",2,177522.9,1,0,1,-999,-999
"Sus scrofa","B","XSBN_NBH","G",5,96118.09,1,0,4.52,-999,13
"Hystrix brachyura","B","XSBN_NBH","G",2,8450,1,0,1.41,1,1
"Paguma larvata","B","XSBN_NBH","G",3,4300,1,0,2.16,-999,-999
"Prionailurus bengalensis","B","XSBN_NBH","S",3,3300,1,1,2.5,-999,-999
"Melogale moschata","B","XSBN_NBH","G",3,805.25,1,0,2,-999,-999
"Martes flavigula","B","XSBN_NBH","Ar",5,1842.5,0,1,3.53,-999,-999
"Capricornis sumatraensis","B","XSBN_NBH","G",1,110942.22,0,1,1.22,-999,-999
"Macaca arctoides","C","XSBN_NBH","S",4,5000,0,1,1.01,-999,-999
"Arctictis binturong","C","XSBN_NBH","Ar",5,9875,1,0,2.5,-999,-999
"Viverra zibetha","C","XSBN_NBH","G",6,9500,1,1,2.89,-999,-999
"Manis pentadactyla","C","XSBN_NBH","S",1,4675,1,0,1,-999,1
"Rhizomys pruinosus","C","XSBN_NBH","G",3,2450,1,0,3,-999,-999
"Nyctereutes procyonoides","C","XSBN_NBH","G",5,4040,1,0,6.36,-999,-999
"Macaca assamensis","C","XSBN_NBH","S",4,12000,0,1,-999,-999,21
"Vulpes vulpes","C","XSBN_NBH","G",3,5476.17,1,0,4.59,-999,-999
"Rhizomys sinensis","C","XSBN_NBH","G",3,865,1,0,3,-999,-999
"Trachypithecus phayrei","C","XSBN_NBH","Ar",2,8400,0,1,1,-999,12.9
"Petaurista elegans","C","XSBN_NBH","Ar",4,997,1,0,1,-999,-999
"Prionodon pardicolor","C","XSBN_NBH","S",3,512,1,0,2,-999,-999
"Nycticebus bengalensis","C","XSBN_NBH","Ar",4,1137.36,1,0,-999,-999,-999
"Atherurus macrourus","C","XSBN_NBH","G",2,2000,1,0,1.5,-999,-999
"Cuon alpinus","C","XSBN_NBH","G",2,14173.33,0,1,4.3,-999,-999
"Elaphodus cephalophus","C","XSBN_NBH","G",1,33500,1,1,1,-999,-999
"Petaurista philippensis","C","XSBN_NBH","Ar",4,1676,1,0,-999,-999,-999
"Ratufa bicolor","C","XSBN_NBH","Ar",5,2050,0,1,1.5,-999,-999
"Mustela strigidorsa","C","XSBN_NBH","G",1,1500,1,1,-999,-999,-999
"Petaurista petaurista","C","XSBN_NBH","Ar",4,1660.13,1,0,1,-999,-999
"Viverricula indica","C","XSBN_NBH","G",5,2908.43,1,1,3.74,1.5,1.5
"Elephas maximus","C","XSBN_NBH","G",1,2915040,1,1,1.41,-999,7.75
"Bandicota indica","C","XSBN_NBH","G",2,719.96,1,0,6.12,-999,-999
"Catopuma temminckii","C","XSBN_NBH","G",2,11500,1,0,1.5,-999,-999
"Felis chaus","C","XSBN_NBH","G",2,7392.98,1,1,2.94,-999,-999
"Rhizomys sumatrensis","C","XSBN_NBH","G",3,1625,1,0,4,-999,-999
"Manis javanica","C","XSBN_NBH","Ar",1,5150,1,0,1,-999,-999
"Neofelis nebulosa","C","XSBN_NBH","S",1,19675.75,0,1,2.25,1,1
"Ursus thibetanus","C","XSBN_NBH","G",5,77500,0,1,1.5,-999,-999
"Paradoxurus hermaphroditus","C","XSBN_NBH","Ar",4,3156.66,1,0,3.29,-999,-999
"Lepus comus","C","XSBN_NBH","G",1,1460,1,0,2.44,-999,-999
"Pardofelis marmorata","C","XSBN_NBH","S",1,2854.25,1,0,2,-999,-999
