"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize","IUCN_frq","IUCN_year","realm","elevation","NPP","ave_temp","Tree_mean","sampling_effort_t"
"Leopardus pardalis","B","TEAMS_COU","G",3,11900.08,1,0,1.66,-999,-999,"8","2015",NA,NA,NA,NA,NA,NA
"Pecari tajacu","B","TEAMS_COU","G",4,21266.69,1,0,1.56,11.65,20,"3","2011",NA,NA,NA,NA,NA,NA
"Panthera onca","B","TEAMS_COU","G",3,1e+05,1,1,1.96,1,1,"8","2017",NA,NA,NA,NA,NA,NA
"Tapirus terrestris","B","TEAMS_COU","G",1,207500.91,1,0,1,-999,1,"4","2019",NA,NA,NA,NA,NA,NA
"Myrmecophaga tridactyla","B","TEAMS_COU","G",1,22333.15,1,1,1,1,1,"10","2014",NA,NA,NA,NA,NA,NA
"Priodontes maximus","B","TEAMS_COU","G",2,45359.68,1,0,1.5,-999,1,"11","2014",NA,NA,NA,NA,NA,NA
"Dasypus novemcinctus","B","TEAMS_COU","G",1,4203.78,1,0,3.96,-999,1,"5","2014",NA,NA,NA,NA,NA,NA
"Puma concolor","B","TEAMS_COU","G",1,51600.04,1,1,2.76,-999,1,"4","2015",NA,NA,NA,NA,NA,NA
"Tayassu pecari","B","TEAMS_COU","G",5,32233.69,1,0,2,102.5,102.5,"3","2013",NA,NA,NA,NA,NA,NA
"Didelphis marsupialis","B","TEAMS_COU","S",4,1091.16,1,0,7.09,-999,1,"4","2021",NA,NA,NA,NA,NA,NA
"Nasua nasua","B","TEAMS_COU","S",3,3793.85,0,1,3.69,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Tamandua tetradactyla","B","TEAMS_COU","S",1,5515.06,1,1,1,-999,1,"5","2014",NA,NA,NA,NA,NA,NA
"Atelocynus microtis","B","TEAMS_COU","G",2,7749.97,1,0,-999,-999,1,"8","2011",NA,NA,NA,NA,NA,NA
"Procyon cancrivorus","B","TEAMS_COU","G",5,6949.92,1,0,2.62,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Leopardus wiedii","B","TEAMS_COU","S",2,3249.97,1,0,1.5,-999,-999,"9","2015",NA,NA,NA,NA,NA,NA
"Eira barbara","B","TEAMS_COU","G",2,3910.03,1,1,2.14,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Saimiri boliviensis","B","TEAMS_COU","Ar",5,615.01,0,1,1.02,-999,60,"5","2021",NA,NA,NA,NA,NA,NA
"Philander opossum","B","TEAMS_COU","S",5,585.5,1,1,4.75,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Pteronura brasiliensis","B","TEAMS_COU","G",2,23999.93,0,1,2.12,-999,-999,"11","2015",NA,NA,NA,NA,NA,NA
"Leopardus tigrinus","B","TEAMS_COU","S",1,2250,1,1,-999,-999,-999,"1","2016",NA,NA,NA,NA,NA,NA
"Ateles chamek","B","TEAMS_COU","Ar",5,5999.98,0,1,-999,-999,-999,"4","2020",NA,NA,NA,NA,NA,NA
"Lontra longicaudis","B","TEAMS_COU","G",3,6554.96,1,0,3.69,-999,-999,"10","2015",NA,NA,NA,NA,NA,NA
"Pithecia irrorata","C","TEAMS_COU","Ar",4,2240.99,0,1,-999,-999,4.4,"1","2019",NA,NA,NA,NA,NA,NA
"Coendou prehensilis","C","TEAMS_COU","Ar",2,4399.97,1,0,0.98,-999,1,"1","2016",NA,NA,NA,NA,NA,NA
"Mazama chunyi","C","TEAMS_COU","G",2,16499.85,1,1,1.5,-999,-999,"5","2016",NA,NA,NA,NA,NA,NA
"Mustela africana","C","TEAMS_COU","G",2,536.99,1,1,-999,-999,-999,"4","2016",NA,NA,NA,NA,NA,NA
"Alouatta seniculus","C","TEAMS_COU","Ar",2,6145.54,0,1,1.42,-999,7.9,"5","2020",NA,NA,NA,NA,NA,NA
"Cuniculus paca","C","TEAMS_COU","G",3,8172.55,1,0,1.01,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Sciurus igniventris","C","TEAMS_COU","Ar",3,700,0,1,-999,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Dactylomys boliviensis","C","TEAMS_COU","Ar",1,728.8,1,0,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Choloepus hoffmanni","C","TEAMS_COU","Ar",2,4750.01,1,0,1,-999,1,"5","2014",NA,NA,NA,NA,NA,NA
"Odocoileus virginianus","C","TEAMS_COU","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016",NA,NA,NA,NA,NA,NA
"Bradypus variegatus","C","TEAMS_COU","Ar",1,4335.01,1,1,1,-999,1,"5","2014",NA,NA,NA,NA,NA,NA
"Cabassous unicinctus","C","TEAMS_COU","G",1,4799.99,1,0,1,-999,1,"5","2014",NA,NA,NA,NA,NA,NA
"Speothos venaticus","C","TEAMS_COU","G",1,5999.98,0,1,3.8,-999,-999,"9","2011",NA,NA,NA,NA,NA,NA
"Potos flavus","C","TEAMS_COU","Ar",3,3000,1,0,1.11,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Aotus nigriceps","C","TEAMS_COU","Ar",6,1060.01,1,0,-999,-999,3.3,"4","2018",NA,NA,NA,NA,NA,NA
"Bassaricyon alleni","C","TEAMS_COU","Ar",3,1235.01,1,0,-999,-999,-999,"1","2016",NA,NA,NA,NA,NA,NA
"Galictis vittata","C","TEAMS_COU","G",5,3200,1,1,-999,-999,-999,"3","2016",NA,NA,NA,NA,NA,NA
"Coendou bicolor","C","TEAMS_COU","Ar",2,4050.05,1,0,1,-999,2,"3","2016",NA,NA,NA,NA,NA,NA
"Dinomys branickii","C","TEAMS_COU","G",2,12500,1,0,1.97,-999,-999,"5","2017",NA,NA,NA,NA,NA,NA
"Chironectes minimus","C","TEAMS_COU","G",3,946,1,0,3.24,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Hydrochoerus hydrochaeris","C","TEAMS_COU","G",2,48144.91,0,1,3.49,-999,10,"3","2016",NA,NA,NA,NA,NA,NA
"Metachirus nudicaudatus","A","TEAMS_CSN","S",5,375,1,0,3.87,-999,1,"4","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Marmosa murina","A","TEAMS_CSN","Ar",5,26,1,0,8.4,-999,1,"3","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Monodelphis brevicaudata","A","TEAMS_CSN","G",5,69.63,1,0,7.24,-999,1,"3","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Puma concolor","B","TEAMS_CSN","G",1,51600.04,1,1,2.76,-999,1,"4","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Pecari tajacu","B","TEAMS_CSN","G",4,21266.69,1,0,1.56,11.65,20,"3","2011","Neotropical",126,4067.3,26.76,30.93,17712
"Mazama americana","B","TEAMS_CSN","G",2,22799.75,1,1,1.22,-999,1,"4","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Dasypus novemcinctus","B","TEAMS_CSN","G",1,4203.78,1,0,3.96,-999,1,"5","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Myrmecophaga tridactyla","B","TEAMS_CSN","G",1,22333.15,1,1,1,1,1,"10","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Leopardus pardalis","B","TEAMS_CSN","G",3,11900.08,1,0,1.66,-999,-999,"8","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Priodontes maximus","B","TEAMS_CSN","G",2,45359.68,1,0,1.5,-999,1,"11","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Dasypus kappleri","B","TEAMS_CSN","G",1,9500,1,0,4.47,-999,1,"5","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Tapirus terrestris","B","TEAMS_CSN","G",1,207500.91,1,0,1,-999,1,"4","2019","Neotropical",126,4067.3,26.76,30.93,17712
"Leopardus wiedii","B","TEAMS_CSN","S",2,3249.97,1,0,1.5,-999,-999,"9","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Philander opossum","B","TEAMS_CSN","S",5,585.5,1,1,4.75,-999,1,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Panthera onca","B","TEAMS_CSN","G",3,1e+05,1,1,1.96,1,1,"8","2017","Neotropical",126,4067.3,26.76,30.93,17712
"Didelphis marsupialis","B","TEAMS_CSN","S",4,1091.16,1,0,7.09,-999,1,"4","2021","Neotropical",126,4067.3,26.76,30.93,17712
"Nasua nasua","B","TEAMS_CSN","S",3,3793.85,0,1,3.69,-999,-999,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Tayassu pecari","B","TEAMS_CSN","G",5,32233.69,1,0,2,102.5,102.5,"3","2013","Neotropical",126,4067.3,26.76,30.93,17712
"Eira barbara","B","TEAMS_CSN","G",2,3910.03,1,1,2.14,-999,-999,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Tamandua tetradactyla","B","TEAMS_CSN","S",1,5515.06,1,1,1,-999,1,"5","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Odocoileus virginianus","B","TEAMS_CSN","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Procyon cancrivorus","B","TEAMS_CSN","G",5,6949.92,1,0,2.62,-999,-999,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Saimiri sciureus","B","TEAMS_CSN","Ar",5,743.24,0,1,1,-999,34.85,"5","2021","Neotropical",126,4067.3,26.76,30.93,17712
"Leopardus tigrinus","B","TEAMS_CSN","S",1,2250,1,1,-999,-999,-999,"1","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Speothos venaticus","B","TEAMS_CSN","G",1,5999.98,0,1,3.8,-999,-999,"9","2011","Neotropical",126,4067.3,26.76,30.93,17712
"Cabassous unicinctus","B","TEAMS_CSN","G",1,4799.99,1,0,1,-999,1,"5","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Coendou prehensilis","C","TEAMS_CSN","Ar",2,4399.97,1,0,0.98,-999,1,"1","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Lutreolina crassicaudata","C","TEAMS_CSN","S",4,537.3,1,0,7.71,-999,-999,"4","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Alouatta macconnelli","C","TEAMS_CSN","Ar",2,6320.06,0,1,-999,-999,-999,"5","2020","Neotropical",126,4067.3,26.76,30.93,17712
"Mustela africana","C","TEAMS_CSN","G",2,536.99,1,1,-999,-999,-999,"4","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Chiropotes chiropotes","C","TEAMS_CSN","Ar",3,2949.58,0,1,-999,-999,-999,"4","2018","Neotropical",126,4067.3,26.76,30.93,17712
"Pithecia pithecia","C","TEAMS_CSN","Ar",4,1375.5,0,1,1.01,-999,2.7,"5","2018","Neotropical",126,4067.3,26.76,30.93,17712
"Didelphis imperfecta","C","TEAMS_CSN","S",2,1260.04,1,0,-999,-999,-999,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Cuniculus paca","C","TEAMS_CSN","G",3,8172.55,1,0,1.01,-999,1,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Cavia aperea","C","TEAMS_CSN","G",1,549,0,0,2.14,-999,-999,"1","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Myoprocta acouchy","C","TEAMS_CSN","G",3,600,0,1,1.97,-999,2,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Ateles paniscus","C","TEAMS_CSN","Ar",5,7900.05,0,1,1,-999,20,"11","2021","Neotropical",126,4067.3,26.76,30.93,17712
"Echimys chrysurus","C","TEAMS_CSN","Ar",2,652.5,1,0,1.94,-999,1,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Choloepus didactylus","C","TEAMS_CSN","Ar",2,5160,1,0,1,-999,1,"5","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Dasyprocta leporina","C","TEAMS_CSN","G",3,3020.02,0,1,1.4,-999,-999,"1","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Potos flavus","C","TEAMS_CSN","Ar",3,3000,1,0,1.11,-999,1,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Galictis vittata","C","TEAMS_CSN","G",5,3200,1,1,-999,-999,-999,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Bradypus tridactylus","C","TEAMS_CSN","Ar",1,3849.99,1,1,1,-999,1,"5","2014","Neotropical",126,4067.3,26.76,30.93,17712
"Saguinus midas","C","TEAMS_CSN","Ar",3,540,0,1,2.02,-999,5.55,"5","2021","Neotropical",126,4067.3,26.76,30.93,17712
"Cerdocyon thous","C","TEAMS_CSN","G",3,5239.98,1,0,3.09,-999,-999,"4","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Chironectes minimus","C","TEAMS_CSN","G",3,946,1,0,3.24,-999,1,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Hydrochoerus hydrochaeris","C","TEAMS_CSN","G",2,48144.91,0,1,3.49,-999,10,"3","2016","Neotropical",126,4067.3,26.76,30.93,17712
"Lontra longicaudis","C","TEAMS_CSN","G",3,6554.96,1,0,3.69,-999,-999,"10","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Pteronura brasiliensis","C","TEAMS_CSN","G",2,23999.93,0,1,2.12,-999,-999,"11","2015","Neotropical",126,4067.3,26.76,30.93,17712
"Genetta servalina","A","TEAMS_KRP","Ar",3,1054.99,1,0,1.5,-999,-999,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Crossarchus obscurus","A","TEAMS_KRP","G",3,1250,1,1,4.29,-999,-999,"3","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Euoticus pallidus","A","TEAMS_KRP","Ar",3,230,1,0,-999,-999,-999,"3","2020","Afrotropical",70,2602.67,25.69,34.18,9655
"Philantomba monticola","B","TEAMS_KRP","G",3,4896.05,1,0,0.98,-999,1.9,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Mandrillus leucophaeus","B","TEAMS_KRP","S",5,14999.96,0,1,1.01,22.5,17,"8","2020","Afrotropical",70,2602.67,25.69,34.18,9655
"Potamochoerus porcus","B","TEAMS_KRP","G",4,70000.32,1,0,3,28.5,10.56,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Loxodonta africana","B","TEAMS_KRP","G",1,3940034.28,1,1,0.84,-999,19.5,"1","2021","Afrotropical",70,2602.67,25.69,34.18,9655
"Herpestes naso","B","TEAMS_KRP","G",5,2999.99,1,1,-999,-999,-999,"3","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Cephalophus ogilbyi","B","TEAMS_KRP","G",3,20000,1,0,1,-999,-999,"5","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Cercocebus torquatus","B","TEAMS_KRP","Ar",3,7749.97,0,1,1.01,21.1,26.85,"7","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Nandinia binotata","B","TEAMS_KRP","Ar",3,2000,1,0,1.84,-999,-999,"3","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Cercopithecus nictitans","B","TEAMS_KRP","Ar",5,5803.34,0,1,1,13.9,16,"6","2020","Afrotropical",70,2602.67,25.69,34.18,9655
"Hyemoschus aquaticus","B","TEAMS_KRP","G",1,10850.01,0,1,1.22,-999,1,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Cephalophus silvicultor","B","TEAMS_KRP","G",3,72500.33,1,0,1,-999,1,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Bdeogale nigripes","B","TEAMS_KRP","G",3,2500,1,0,1,-999,-999,"3","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Civettictis civetta","B","TEAMS_KRP","G",6,11999.97,1,0,2.31,-999,-999,"4","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Atilax paludinosus","B","TEAMS_KRP","G",4,3299.97,1,0,2,-999,-999,"3","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Pan troglodytes","B","TEAMS_KRP","S",3,42500,0,1,1.05,45,50,"9","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Cercopithecus mona","B","TEAMS_KRP","Ar",5,4208.33,0,1,1,-999,-999,"5","2020","Afrotropical",70,2602.67,25.69,34.18,9655
"Genetta cristata","C","TEAMS_KRP","Ar",3,1863.23,1,0,2.5,-999,-999,"4","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Dendrohyrax dorsalis","C","TEAMS_KRP","Ar",2,3175,1,0,1.22,1,1,"4","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Atherurus africanus","C","TEAMS_KRP","G",2,1934,1,0,1.5,-999,1,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Cephalophus dorsalis","C","TEAMS_KRP","G",3,20000,1,0,1,-999,1,"4","2020","Afrotropical",70,2602.67,25.69,34.18,9655
"Protoxerus stangeri","C","TEAMS_KRP","S",2,621.5,0,1,1.47,-999,-999,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Xerus erythropus","C","TEAMS_KRP","G",5,502.4,0,1,3.45,-999,-999,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Syncerus caffer","C","TEAMS_KRP","G",1,580002.68,1,0,1.08,3000,12,"3","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Piliocolobus preussi","C","TEAMS_KRP","Ar",2,8865.71,0,1,1.01,55,40,"9","2019","Afrotropical",70,2602.67,25.69,34.18,9655
"Genetta thierryi","C","TEAMS_KRP","Ar",3,1400.01,1,0,-999,-999,-999,"3","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Cricetomys emini","C","TEAMS_KRP","G",4,1299.99,1,0,0.97,-999,-999,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Tragelaphus scriptus","C","TEAMS_KRP","G",1,43250.39,1,1,1,-999,1,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Cercopithecus erythrotis","C","TEAMS_KRP","Ar",5,3918.33,0,1,1.02,-999,-999,"8","2020","Afrotropical",70,2602.67,25.69,34.18,9655
"Herpestes ichneumon","C","TEAMS_KRP","G",5,5174.98,1,1,3,-999,-999,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Genetta maculata","C","TEAMS_KRP","Ar",3,2225,1,0,2.12,-999,-999,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Anomalurus derbianus","C","TEAMS_KRP","Ar",4,649.99,1,0,1,-999,1,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Mellivora capensis","C","TEAMS_KRP","G",5,8500,0,1,2.35,-999,-999,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Crossarchus platycephalus","C","TEAMS_KRP","G",2,1250,1,1,-999,-999,-999,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Aonyx capensis","C","TEAMS_KRP","G",2,18999.84,1,0,2.62,-999,-999,"5","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Hippopotamus amphibius","C","TEAMS_KRP","G",1,1417489.99,1,0,1,585,585,"4","2017","Afrotropical",70,2602.67,25.69,34.18,9655
"Hydrictis maculicollis","C","TEAMS_KRP","G",3,4180.53,1,1,2,-999,-999,"5","2015","Afrotropical",70,2602.67,25.69,34.18,9655
"Potamogale velox","C","TEAMS_KRP","G",3,659.99,1,0,2.5,1,1,"5","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Thryonomys swinderianus","C","TEAMS_KRP","G",3,3180.02,1,0,3.88,-999,1,"4","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Tragelaphus spekii","C","TEAMS_KRP","G",1,77999.17,1,1,1,-999,6,"3","2016","Afrotropical",70,2602.67,25.69,34.18,9655
"Metachirus nudicaudatus","A","TEAMS_MAS","S",5,375,1,0,3.87,-999,1,"4","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Pithecia pithecia","A","TEAMS_MAS","Ar",4,1375.5,0,1,1.01,-999,2.7,"5","2018","Neotropical",100.67,4005.4,26.37,29.08,4636
"Leopardus pardalis","B","TEAMS_MAS","G",3,11900.08,1,0,1.66,-999,-999,"8","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Mazama americana","B","TEAMS_MAS","G",2,22799.75,1,1,1.22,-999,1,"4","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Dasypus novemcinctus","B","TEAMS_MAS","G",1,4203.78,1,0,3.96,-999,1,"5","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Didelphis marsupialis","B","TEAMS_MAS","S",4,1091.16,1,0,7.09,-999,1,"4","2021","Neotropical",100.67,4005.4,26.37,29.08,4636
"Eira barbara","B","TEAMS_MAS","G",2,3910.03,1,1,2.14,-999,-999,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Tamandua tetradactyla","B","TEAMS_MAS","S",1,5515.06,1,1,1,-999,1,"5","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Pecari tajacu","B","TEAMS_MAS","G",4,21266.69,1,0,1.56,11.65,20,"3","2011","Neotropical",100.67,4005.4,26.37,29.08,4636
"Panthera onca","B","TEAMS_MAS","G",3,1e+05,1,1,1.96,1,1,"8","2017","Neotropical",100.67,4005.4,26.37,29.08,4636
"Tapirus terrestris","B","TEAMS_MAS","G",1,207500.91,1,0,1,-999,1,"4","2019","Neotropical",100.67,4005.4,26.37,29.08,4636
"Nasua nasua","B","TEAMS_MAS","S",3,3793.85,0,1,3.69,-999,-999,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Philander opossum","B","TEAMS_MAS","S",5,585.5,1,1,4.75,-999,1,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Myrmecophaga tridactyla","B","TEAMS_MAS","G",1,22333.15,1,1,1,1,1,"10","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Tayassu pecari","B","TEAMS_MAS","G",5,32233.69,1,0,2,102.5,102.5,"3","2013","Neotropical",100.67,4005.4,26.37,29.08,4636
"Puma concolor","B","TEAMS_MAS","G",1,51600.04,1,1,2.76,-999,1,"4","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Leopardus wiedii","B","TEAMS_MAS","S",2,3249.97,1,0,1.5,-999,-999,"9","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Cabassous unicinctus","B","TEAMS_MAS","G",1,4799.99,1,0,1,-999,1,"5","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Coendou prehensilis","C","TEAMS_MAS","Ar",2,4399.97,1,0,0.98,-999,1,"1","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Sciurus gilvigularis","C","TEAMS_MAS","Ar",3,803.01,0,1,-999,-999,-999,"3","2019","Neotropical",100.67,4005.4,26.37,29.08,4636
"Alouatta macconnelli","C","TEAMS_MAS","Ar",2,6320.06,0,1,-999,-999,-999,"5","2020","Neotropical",100.67,4005.4,26.37,29.08,4636
"Mustela africana","C","TEAMS_MAS","G",2,536.99,1,1,-999,-999,-999,"4","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Chiropotes chiropotes","C","TEAMS_MAS","Ar",3,2949.58,0,1,-999,-999,-999,"4","2018","Neotropical",100.67,4005.4,26.37,29.08,4636
"Cuniculus paca","C","TEAMS_MAS","G",3,8172.55,1,0,1.01,-999,1,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Atelocynus microtis","C","TEAMS_MAS","G",2,7749.97,1,0,-999,-999,1,"8","2011","Neotropical",100.67,4005.4,26.37,29.08,4636
"Myoprocta acouchy","C","TEAMS_MAS","G",3,600,0,1,1.97,-999,2,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Ateles paniscus","C","TEAMS_MAS","Ar",5,7900.05,0,1,1,-999,20,"11","2021","Neotropical",100.67,4005.4,26.37,29.08,4636
"Odocoileus virginianus","C","TEAMS_MAS","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Echimys chrysurus","C","TEAMS_MAS","Ar",2,652.5,1,0,1.94,-999,1,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Leopardus tigrinus","C","TEAMS_MAS","S",1,2250,1,1,-999,-999,-999,"1","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Choloepus didactylus","C","TEAMS_MAS","Ar",2,5160,1,0,1,-999,1,"5","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Speothos venaticus","C","TEAMS_MAS","G",1,5999.98,0,1,3.8,-999,-999,"9","2011","Neotropical",100.67,4005.4,26.37,29.08,4636
"Dasyprocta leporina","C","TEAMS_MAS","G",3,3020.02,0,1,1.4,-999,-999,"1","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Potos flavus","C","TEAMS_MAS","Ar",3,3000,1,0,1.11,-999,1,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Aotus trivirgatus","C","TEAMS_MAS","Ar",6,899.99,1,0,1.06,-999,3.15,"4","2018","Neotropical",100.67,4005.4,26.37,29.08,4636
"Priodontes maximus","C","TEAMS_MAS","G",2,45359.68,1,0,1.5,-999,1,"11","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Dasypus kappleri","C","TEAMS_MAS","G",1,9500,1,0,4.47,-999,1,"5","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Bassaricyon alleni","C","TEAMS_MAS","Ar",3,1235.01,1,0,-999,-999,-999,"1","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Galictis vittata","C","TEAMS_MAS","G",5,3200,1,1,-999,-999,-999,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Dactylomys dactylinus","C","TEAMS_MAS","Ar",1,649.99,1,0,-999,-999,2,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Bradypus tridactylus","C","TEAMS_MAS","Ar",1,3849.99,1,1,1,-999,1,"5","2014","Neotropical",100.67,4005.4,26.37,29.08,4636
"Saimiri sciureus","C","TEAMS_MAS","Ar",5,743.24,0,1,1,-999,34.85,"5","2021","Neotropical",100.67,4005.4,26.37,29.08,4636
"Saguinus midas","C","TEAMS_MAS","Ar",3,540,0,1,2.02,-999,5.55,"5","2021","Neotropical",100.67,4005.4,26.37,29.08,4636
"Hydrochoerus hydrochaeris","C","TEAMS_MAS","G",2,48144.91,0,1,3.49,-999,10,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Lontra longicaudis","C","TEAMS_MAS","G",3,6554.96,1,0,3.69,-999,-999,"10","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Pteronura brasiliensis","C","TEAMS_MAS","G",2,23999.93,0,1,2.12,-999,-999,"11","2015","Neotropical",100.67,4005.4,26.37,29.08,4636
"Procyon cancrivorus","C","TEAMS_MAS","G",5,6949.92,1,0,2.62,-999,-999,"3","2016","Neotropical",100.67,4005.4,26.37,29.08,4636
"Muntiacus muntjak","A","TEAMS_NAK","G",2,15925.79,1,1,1,-999,-999,"3","2016","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Herpestes urva","A","TEAMS_NAK","G",5,1863.2,1,1,3,-999,-999,"3","2015","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Tragulus javanicus","A","TEAMS_NAK","G",2,2775,1,0,0.98,-999,1,"3","2015","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Paradoxurus hermaphroditus","B","TEAMS_NAK","Ar",4,3156.66,1,0,3.29,-999,-999,"3","2016","Indo-Malay",141.33,3606.3,22.75,29.83,10924
"Sus scrofa","B","TEAMS_NAK","G",5,96118.09,1,0,4.52,-999,13,"3","2019","Indo-Malay",141.33,3606.3,22.75,29.83,10924
